question_id,label
114163,suicidal
116304,suicidal
108693,suicidal
119994,non-suicidal
108192,non-suicidal
115358,suicidal
125869,suicidal
126521,suicidal
122977,suicidal
119509,suicidal
110129,non-suicidal
111810,suicidal
124299,suicidal
118872,suicidal
109569,suicidal
124712,suicidal
126418,non-suicidal
121269,non-suicidal
113977,suicidal
119133,non-suicidal
120097,suicidal
102031,suicidal
101181,suicidal
109493,suicidal
105551,non-suicidal
124537,non-suicidal
102985,suicidal
101828,non-suicidal
119266,suicidal
103938,suicidal
106690,non-suicidal
110462,suicidal
108379,non-suicidal
116594,non-suicidal
102635,suicidal
121676,suicidal
103973,non-suicidal
120786,non-suicidal
116561,non-suicidal
119440,suicidal
109157,non-suicidal
109194,suicidal
125805,suicidal
125893,suicidal
102833,suicidal
118920,non-suicidal
120939,suicidal
101922,non-suicidal
105216,suicidal
108484,suicidal
111997,suicidal
106440,non-suicidal
111105,suicidal
107921,suicidal
104364,suicidal
106357,non-suicidal
126574,non-suicidal
118723,non-suicidal
115063,non-suicidal
109762,suicidal
120096,non-suicidal
102265,suicidal
107234,suicidal
107747,suicidal
124285,suicidal
116113,suicidal
127410,suicidal
119675,non-suicidal
120046,non-suicidal
108444,non-suicidal
126462,non-suicidal
104908,suicidal
109678,suicidal
102756,suicidal
121150,suicidal
115820,suicidal
123682,non-suicidal
103141,non-suicidal
117548,non-suicidal
103347,non-suicidal
107606,non-suicidal
106584,non-suicidal
103772,suicidal
112644,non-suicidal
108278,suicidal
111163,suicidal
107836,non-suicidal
116487,non-suicidal
125355,suicidal
116732,suicidal
102817,non-suicidal
102400,non-suicidal
105822,suicidal
122802,suicidal
107214,suicidal
109790,non-suicidal
124817,suicidal
115500,suicidal
125947,non-suicidal
107349,suicidal
116266,suicidal
116421,suicidal
122038,non-suicidal
107201,non-suicidal
125574,suicidal
116770,non-suicidal
114250,suicidal
113078,non-suicidal
121930,non-suicidal
113309,suicidal
102851,non-suicidal
106679,non-suicidal
105225,suicidal
114171,suicidal
122429,suicidal
103164,suicidal
113525,suicidal
105034,suicidal
104676,suicidal
122416,non-suicidal
104613,suicidal
106425,non-suicidal
101140,non-suicidal
110375,suicidal
114524,suicidal
115928,non-suicidal
111089,non-suicidal
106723,non-suicidal
108036,non-suicidal
119971,non-suicidal
101778,non-suicidal
100793,suicidal
119056,suicidal
126990,suicidal
106790,non-suicidal
107592,suicidal
123696,suicidal
124107,suicidal
102541,suicidal
121422,non-suicidal
122446,suicidal
125511,suicidal
110542,suicidal
119453,suicidal
115288,non-suicidal
119609,non-suicidal
121816,suicidal
123829,non-suicidal
107971,non-suicidal
125686,suicidal
104604,non-suicidal
102043,non-suicidal
112707,non-suicidal
102015,non-suicidal
108263,non-suicidal
107551,non-suicidal
110560,non-suicidal
113542,suicidal
111040,non-suicidal
113131,suicidal
100577,non-suicidal
124575,non-suicidal
110860,non-suicidal
118625,suicidal
106524,suicidal
115945,non-suicidal
120193,non-suicidal
113694,suicidal
115006,non-suicidal
120090,suicidal
122743,suicidal
122208,non-suicidal
110444,non-suicidal
125400,non-suicidal
120733,suicidal
125248,suicidal
102588,non-suicidal
119964,non-suicidal
121949,non-suicidal
105291,non-suicidal
112870,suicidal
118008,suicidal
105542,non-suicidal
114632,suicidal
103201,non-suicidal
121376,non-suicidal
122532,suicidal
116870,non-suicidal
115646,suicidal
105741,suicidal
122639,non-suicidal
104662,suicidal
106418,non-suicidal
121369,non-suicidal
114471,non-suicidal
114248,suicidal
117297,non-suicidal
123658,non-suicidal
108162,non-suicidal
110348,non-suicidal
124323,suicidal
100011,non-suicidal
122747,suicidal
102036,suicidal
114496,suicidal
115583,non-suicidal
106674,suicidal
107108,suicidal
118902,non-suicidal
123167,non-suicidal
117105,non-suicidal
122637,suicidal
114695,non-suicidal
113084,non-suicidal
105424,suicidal
115860,suicidal
109653,suicidal
115037,suicidal
107716,non-suicidal
126891,non-suicidal
100320,suicidal
113055,non-suicidal
107936,non-suicidal
116426,non-suicidal
124485,non-suicidal
120113,suicidal
117470,non-suicidal
110082,suicidal
110980,suicidal
125816,non-suicidal
105019,non-suicidal
102622,suicidal
100969,suicidal
109622,suicidal
121963,suicidal
102550,suicidal
103885,non-suicidal
125038,suicidal
103116,non-suicidal
111846,suicidal
106216,non-suicidal
104266,suicidal
107796,non-suicidal
115892,non-suicidal
118254,non-suicidal
105224,suicidal
112572,non-suicidal
113791,non-suicidal
112355,suicidal
111209,suicidal
102374,non-suicidal
118938,suicidal
102140,suicidal
107446,non-suicidal
121121,suicidal
111353,non-suicidal
122854,suicidal
116340,suicidal
102721,suicidal
115666,non-suicidal
117501,suicidal
103974,non-suicidal
113842,non-suicidal
124608,suicidal
116406,non-suicidal
114239,non-suicidal
124408,non-suicidal
125728,non-suicidal
114975,non-suicidal
121297,suicidal
104829,suicidal
124105,non-suicidal
114486,suicidal
111742,suicidal
125054,non-suicidal
127041,non-suicidal
125753,suicidal
115331,non-suicidal
121000,non-suicidal
100263,non-suicidal
110982,non-suicidal
116015,suicidal
101572,non-suicidal
119131,non-suicidal
124430,suicidal
117380,suicidal
111825,suicidal
114044,suicidal
104864,suicidal
111259,suicidal
117774,non-suicidal
110132,suicidal
123164,suicidal
112114,non-suicidal
106630,non-suicidal
105603,non-suicidal
106344,suicidal
104648,non-suicidal
113600,non-suicidal
116747,non-suicidal
107511,suicidal
111664,suicidal
121331,non-suicidal
117827,suicidal
112767,suicidal
102027,suicidal
120715,suicidal
124024,suicidal
113360,non-suicidal
102737,non-suicidal
123832,suicidal
109306,suicidal
102411,non-suicidal
104359,non-suicidal
126099,suicidal
116258,suicidal
115206,non-suicidal
109198,suicidal
122040,suicidal
123363,non-suicidal
116204,suicidal
120891,suicidal
117621,suicidal
112762,suicidal
114467,non-suicidal
102047,suicidal
104385,suicidal
104320,suicidal
119174,non-suicidal
109787,suicidal
100720,suicidal
105985,non-suicidal
120935,non-suicidal
109050,non-suicidal
117487,non-suicidal
118426,non-suicidal
115627,non-suicidal
106512,suicidal
101533,suicidal
115291,non-suicidal
107532,non-suicidal
104401,non-suicidal
118943,suicidal
107395,non-suicidal
115120,non-suicidal
106912,suicidal
101663,non-suicidal
111498,suicidal
114123,suicidal
116726,suicidal
107343,suicidal
113624,non-suicidal
120738,suicidal
110735,suicidal
114963,non-suicidal
118308,non-suicidal
125049,non-suicidal
121529,non-suicidal
108455,suicidal
111426,non-suicidal
106605,non-suicidal
114238,non-suicidal
107698,suicidal
109329,suicidal
112929,non-suicidal
125176,non-suicidal
106820,suicidal
106707,suicidal
116116,suicidal
125483,suicidal
108704,non-suicidal
123111,non-suicidal
120802,suicidal
123328,suicidal
119708,suicidal
122785,suicidal
116166,suicidal
104038,non-suicidal
126993,suicidal
124528,non-suicidal
101083,non-suicidal
103613,suicidal
107015,non-suicidal
112996,non-suicidal
104207,non-suicidal
124083,suicidal
127031,non-suicidal
108630,suicidal
101342,suicidal
101455,non-suicidal
100264,non-suicidal
124985,non-suicidal
109801,suicidal
110134,suicidal
111129,non-suicidal
123450,non-suicidal
123896,suicidal
108153,non-suicidal
106480,non-suicidal
106654,suicidal
127480,non-suicidal
115354,suicidal
105084,suicidal
115097,suicidal
102325,suicidal
116733,non-suicidal
117579,non-suicidal
107049,non-suicidal
112247,suicidal
107922,non-suicidal
108545,suicidal
120594,non-suicidal
102123,suicidal
101991,non-suicidal
102765,suicidal
122816,suicidal
114621,non-suicidal
125285,non-suicidal
112542,non-suicidal
112806,non-suicidal
111142,suicidal
123980,non-suicidal
119514,non-suicidal
116504,suicidal
104235,suicidal
107953,suicidal
106813,non-suicidal
122750,suicidal
103984,non-suicidal
123616,suicidal
116655,suicidal
109641,non-suicidal
112309,non-suicidal
118043,non-suicidal
111204,suicidal
108528,non-suicidal
110993,suicidal
115749,non-suicidal
105346,suicidal
125382,non-suicidal
117675,non-suicidal
107640,suicidal
120019,non-suicidal
103902,non-suicidal
125284,non-suicidal
116393,suicidal
104598,non-suicidal
105422,non-suicidal
110342,suicidal
114944,non-suicidal
124242,suicidal
111524,suicidal
121750,suicidal
117338,suicidal
126735,non-suicidal
115651,suicidal
120717,suicidal
116060,non-suicidal
100288,non-suicidal
108732,suicidal
112196,suicidal
116643,non-suicidal
119862,non-suicidal
105967,non-suicidal
125160,non-suicidal
104508,suicidal
120132,non-suicidal
119193,suicidal
126728,suicidal
114059,non-suicidal
114334,suicidal
100056,suicidal
103486,suicidal
115684,suicidal
123500,non-suicidal
118274,suicidal
126626,suicidal
122690,non-suicidal
107376,non-suicidal
124643,suicidal
101265,suicidal
124990,non-suicidal
110381,suicidal
126195,suicidal
113983,non-suicidal
101059,non-suicidal
123135,suicidal
100853,non-suicidal
100550,suicidal
117214,non-suicidal
100136,non-suicidal
123062,suicidal
117361,non-suicidal
118670,suicidal
122482,suicidal
127391,non-suicidal
115118,non-suicidal
100104,suicidal
109057,non-suicidal
108602,suicidal
124142,non-suicidal
115351,non-suicidal
101244,suicidal
105248,suicidal
123640,non-suicidal
102223,non-suicidal
108131,suicidal
126599,suicidal
103235,non-suicidal
114208,non-suicidal
104338,non-suicidal
117693,non-suicidal
125301,suicidal
113916,non-suicidal
102548,non-suicidal
103190,suicidal
120694,suicidal
123221,non-suicidal
113922,suicidal
109425,suicidal
123578,suicidal
100175,non-suicidal
116577,suicidal
100569,non-suicidal
108663,suicidal
101048,suicidal
122538,suicidal
106770,non-suicidal
105734,suicidal
101353,suicidal
121515,non-suicidal
111716,suicidal
100402,suicidal
122239,suicidal
100648,suicidal
105003,non-suicidal
126752,non-suicidal
111400,suicidal
104689,non-suicidal
123570,non-suicidal
112555,suicidal
114657,suicidal
116131,suicidal
112655,non-suicidal
109879,non-suicidal
107776,non-suicidal
103813,non-suicidal
115744,suicidal
103851,non-suicidal
118688,suicidal
127004,non-suicidal
100842,suicidal
117229,suicidal
114863,suicidal
126467,suicidal
112052,suicidal
110729,suicidal
121615,non-suicidal
105473,non-suicidal
120874,suicidal
108902,suicidal
108705,suicidal
111649,non-suicidal
120691,non-suicidal
114840,suicidal
103102,non-suicidal
102849,suicidal
109632,suicidal
122775,non-suicidal
118564,non-suicidal
120731,suicidal
114786,non-suicidal
119240,non-suicidal
111328,suicidal
100727,non-suicidal
115211,suicidal
109478,non-suicidal
112641,non-suicidal
102367,non-suicidal
106149,non-suicidal
119261,non-suicidal
107677,non-suicidal
113045,non-suicidal
100421,non-suicidal
125042,non-suicidal
102000,suicidal
101084,non-suicidal
104327,suicidal
126390,suicidal
104759,non-suicidal
114090,non-suicidal
111462,non-suicidal
105538,non-suicidal
102854,non-suicidal
103626,suicidal
101500,non-suicidal
120202,suicidal
108621,suicidal
100113,non-suicidal
118066,non-suicidal
101205,non-suicidal
104804,non-suicidal
119606,non-suicidal
115686,suicidal
125455,suicidal
120017,suicidal
120533,suicidal
115739,non-suicidal
114627,suicidal
126934,suicidal
105032,suicidal
119502,non-suicidal
121921,non-suicidal
101750,non-suicidal
103820,non-suicidal
116312,non-suicidal
124818,suicidal
120237,suicidal
117461,suicidal
114103,suicidal
110579,non-suicidal
122810,suicidal
114576,suicidal
125163,suicidal
102796,suicidal
113219,suicidal
119711,suicidal
126685,non-suicidal
115918,non-suicidal
118214,suicidal
109842,suicidal
124320,suicidal
109710,suicidal
110813,suicidal
114591,non-suicidal
126727,suicidal
113528,suicidal
107926,suicidal
102355,suicidal
105546,non-suicidal
120504,non-suicidal
104732,non-suicidal
116496,non-suicidal
120604,non-suicidal
107008,non-suicidal
106765,non-suicidal
104815,suicidal
113733,suicidal
101880,suicidal
104118,non-suicidal
123984,non-suicidal
105026,non-suicidal
102494,non-suicidal
108644,suicidal
111257,non-suicidal
118888,suicidal
124638,non-suicidal
100362,non-suicidal
115503,suicidal
112971,non-suicidal
120912,non-suicidal
113815,non-suicidal
113267,non-suicidal
122332,suicidal
109017,non-suicidal
101669,non-suicidal
105279,suicidal
119967,non-suicidal
106782,suicidal
112610,non-suicidal
114416,suicidal
100485,non-suicidal
104858,suicidal
112783,non-suicidal
113592,non-suicidal
119451,suicidal
124763,non-suicidal
108538,non-suicidal
106429,non-suicidal
112700,suicidal
110003,suicidal
108675,non-suicidal
105690,non-suicidal
105491,non-suicidal
124521,suicidal
122354,non-suicidal
104325,non-suicidal
107483,non-suicidal
116846,non-suicidal
100900,suicidal
111559,non-suicidal
122329,suicidal
105791,non-suicidal
105712,suicidal
118509,suicidal
114478,suicidal
105283,suicidal
119296,non-suicidal
121513,non-suicidal
120805,suicidal
105866,suicidal
100388,non-suicidal
100266,suicidal
113168,suicidal
104889,non-suicidal
107118,non-suicidal
108035,suicidal
116755,non-suicidal
115170,non-suicidal
121002,non-suicidal
101191,non-suicidal
116696,suicidal
117015,non-suicidal
104270,non-suicidal
115004,suicidal
114384,suicidal
120574,non-suicidal
106720,suicidal
101262,suicidal
123134,suicidal
109078,non-suicidal
114652,suicidal
120749,non-suicidal
102532,suicidal
101458,non-suicidal
120378,non-suicidal
103841,suicidal
110933,suicidal
107244,non-suicidal
125298,suicidal
116314,non-suicidal
123966,suicidal
121449,non-suicidal
104030,suicidal
107191,suicidal
126694,non-suicidal
109568,non-suicidal
123856,suicidal
109627,non-suicidal
125529,non-suicidal
123050,non-suicidal
112287,non-suicidal
116784,non-suicidal
105187,suicidal
100983,suicidal
107523,suicidal
121117,suicidal
116502,suicidal
103994,non-suicidal
116630,suicidal
102970,suicidal
124213,non-suicidal
104468,suicidal
113201,suicidal
117688,suicidal
109268,suicidal
115269,non-suicidal
108137,non-suicidal
104150,suicidal
126723,non-suicidal
102831,non-suicidal
114775,suicidal
103203,non-suicidal
118351,suicidal
113239,non-suicidal
104347,non-suicidal
109723,suicidal
102209,suicidal
109587,non-suicidal
104695,non-suicidal
125841,non-suicidal
101032,non-suicidal
105272,non-suicidal
106772,suicidal
121416,non-suicidal
116765,non-suicidal
119334,suicidal
106761,suicidal
105826,non-suicidal
117222,non-suicidal
127223,suicidal
112148,suicidal
119201,non-suicidal
106564,non-suicidal
125251,suicidal
125887,non-suicidal
102567,non-suicidal
108288,suicidal
102478,suicidal
111673,non-suicidal
108177,non-suicidal
122896,suicidal
123811,non-suicidal
126102,non-suicidal
100551,non-suicidal
102175,non-suicidal
123364,suicidal
122244,suicidal
112529,non-suicidal
109440,non-suicidal
114230,non-suicidal
108011,non-suicidal
102313,suicidal
123337,non-suicidal
119515,non-suicidal
110448,non-suicidal
126898,suicidal
105051,non-suicidal
100552,suicidal
101757,suicidal
108457,non-suicidal
121638,non-suicidal
112365,non-suicidal
106902,suicidal
117020,non-suicidal
113814,suicidal
123273,suicidal
115377,non-suicidal
111932,non-suicidal
121212,suicidal
119642,non-suicidal
114834,non-suicidal
102617,suicidal
127148,non-suicidal
111590,suicidal
124328,non-suicidal
117299,suicidal
121496,suicidal
105839,non-suicidal
102990,non-suicidal
122023,suicidal
117009,non-suicidal
116289,non-suicidal
119286,suicidal
126487,non-suicidal
119207,non-suicidal
118081,suicidal
124882,non-suicidal
117815,suicidal
106005,non-suicidal
102712,non-suicidal
116045,suicidal
103234,non-suicidal
124979,suicidal
112106,non-suicidal
113342,suicidal
114671,non-suicidal
121518,suicidal
122462,suicidal
119849,non-suicidal
109029,suicidal
115343,suicidal
116578,non-suicidal
126753,suicidal
120172,suicidal
123524,non-suicidal
116503,suicidal
119270,non-suicidal
117211,non-suicidal
123130,suicidal
125590,suicidal
115994,non-suicidal
108310,non-suicidal
102348,non-suicidal
111237,suicidal
114053,suicidal
109460,non-suicidal
122688,suicidal
102235,suicidal
107510,non-suicidal
106531,suicidal
117821,suicidal
100108,non-suicidal
105373,non-suicidal
117998,suicidal
124170,suicidal
120725,suicidal
126984,suicidal
115907,non-suicidal
114941,suicidal
113674,suicidal
103002,suicidal
105318,suicidal
109737,suicidal
106463,non-suicidal
125396,suicidal
102887,non-suicidal
104960,non-suicidal
115122,non-suicidal
112514,non-suicidal
106940,non-suicidal
106899,non-suicidal
106285,suicidal
123863,suicidal
